FIPS,State,"County, State",Year,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,FIPS_match,FIPS_count,State_count,County,GROC16,GROC20,PCH_GROC_16_20,GROCPTH16,GROCPTH20,PCH_GROCPTH_16_20,GEO_ID,NAME,Total_Households,Total_Below_Poverty,SNAP_Total_Households,SNAP_Below_Poverty,SNAP_Participation_Rate_Pct,No_SNAP_Total_Households,No_SNAP_Below_Poverty_Gap,FIPS_count,Name,Median_Household_Income,Median_Income_Lower_Bound,Median_Income_Upper_Bound,county_fips,mean_commute_time,pct_households_no_vehicle,county_fips_acs_p,poverty_rate,county_fips_censu,total_population,land_area_sqmi,population_density,fips,state_abbr,min_wage_2023
1021,AL,"Chilton County, Alabama",2023,3.55,22.19,5229000.0,1021,1021,AL,Chilton,5.0,4.0,-20.0,0.1140146851539612,0.0900961756706237,-20.978446286141768,1021,"Chilton County, Alabama",17875,2584,2613,1490,14.6,15262,1094,1021,Chilton County,59165.0,55581.0,62749.0,1021,31.0,0.0263496503496503,1021,14.0,1021,45992,692.837,66.38213605797613,1021,AL,7.25
1023,AL,"Choctaw County, Alabama",2023,3.42,21.34,1528000.0,1023,1023,AL,Choctaw,3.0,4.0,33.33333333333333,0.2299026697874068,0.3221130669116973,40.10844989732318,1023,"Choctaw County, Alabama",5255,1037,823,466,15.7,4432,571,1023,Choctaw County,47432.0,41597.0,53267.0,1023,33.6,0.0875356803044719,1023,16.5,1023,12380,913.479,13.552583036938998,1023,AL,7.25
1025,AL,"Clarke County, Alabama",2023,3.35,20.94,2852000.0,1025,1025,AL,Clarke,6.0,6.0,0.0,0.246487557888031,0.2576102316379547,4.512468639482513,1025,"Clarke County, Alabama",8423,1728,1983,821,23.5,6440,907,1025,Clarke County,50868.0,44973.0,56763.0,1025,25.1,0.1162293719577347,1025,20.1,1025,22543,1238.42,18.20303289675554,1025,AL,7.25
1027,AL,"Clay County, Alabama",2023,3.39,21.21,1640000.0,1027,1027,AL,Clay,3.0,,,0.2239976078271866,,,1027,"Clay County, Alabama",5820,1083,828,508,14.2,4992,575,1027,Clay County,52077.0,45838.0,58316.0,1027,28.5,0.0582474226804123,1027,17.6,1027,14192,603.962,23.49816710322835,1027,AL,7.25
1029,AL,"Cleburne County, Alabama",2023,3.61,22.53,1805000.0,1029,1029,AL,Cleburne,2.0,,,0.1344899535179137,,,1029,"Cleburne County, Alabama",5980,996,867,381,14.5,5113,615,1029,Cleburne County,59526.0,52148.0,66904.0,1029,35.3,0.0563545150501672,1029,13.7,1029,15426,560.105,27.54126458431901,1029,AL,7.25
1031,AL,"Coffee County, Alabama",2023,3.81,23.81,7272000.0,1031,1031,AL,Coffee,7.0,6.0,-14.28571428571429,0.1365028023719787,0.1127183884382248,-17.42412135169206,1031,"Coffee County, Alabama",20984,3519,2417,1465,11.5,18567,2054,1031,Coffee County,64737.0,59002.0,70472.0,1031,23.0,0.0401734654975219,1031,16.7,1031,54920,678.986,80.88532016860437,1031,AL,7.25
1033,AL,"Colbert County, Alabama",2023,3.67,22.92,7342000.0,1033,1033,AL,Colbert,8.0,8.0,0.0,0.1468347907066344,0.144375666975975,-1.674755498220204,1033,"Colbert County, Alabama",24301,4303,3515,2161,14.5,20786,2142,1033,Colbert County,57770.0,52928.0,62612.0,1033,22.5,0.0457182831982223,1033,17.4,1033,58022,592.953,97.85261226437846,1033,AL,7.25
1035,AL,"Conecuh County, Alabama",2023,3.35,20.93,1517000.0,1035,1035,AL,Conecuh,1.0,3.0,200.0,0.0800320133566856,0.2531431913375853,216.3024153964242,1035,"Conecuh County, Alabama",4417,1047,882,536,20.0,3535,511,1035,Conecuh County,46702.0,43315.0,50089.0,1035,28.3,0.0575050939551732,1035,27.8,1035,11275,850.279,13.260353366365628,1035,AL,7.25
1037,AL,"Coosa County, Alabama",2023,3.63,22.68,1170000.0,1037,1037,AL,Coosa,1.0,,,0.0924898236989975,,,1037,"Coosa County, Alabama",4418,630,716,267,16.2,3702,363,1037,Coosa County,59736.0,55224.0,64248.0,1037,31.5,0.0602082390221819,1037,13.1,1037,10300,650.909,15.82402455642801,1037,AL,7.25
1039,AL,"Covington County, Alabama",2023,3.42,21.39,4620000.0,1039,1039,AL,Covington,6.0,5.0,-16.66666666666666,0.1604278087615967,0.1353912800550461,-15.60610276972371,1039,"Covington County, Alabama",14642,2937,2082,1232,14.2,12560,1705,1039,Covington County,50119.0,44957.0,55281.0,1039,25.5,0.0624914629149023,1039,19.2,1039,37628,1030.571,36.51179782858241,1039,AL,7.25
1041,AL,"Crenshaw County, Alabama",2023,3.8,23.77,1658000.0,1041,1041,AL,Crenshaw,4.0,,,0.2875422239303588,,,1041,"Crenshaw County, Alabama",5233,1157,1087,546,20.8,4146,611,1041,Crenshaw County,49128.0,43260.0,54996.0,1041,31.3,0.0731893751194343,1041,17.9,1041,13122,608.865,21.55157547239536,1041,AL,7.25
1043,AL,"Cullman County, Alabama",2023,3.74,23.39,10931000.0,1043,1043,AL,Cullman,15.0,12.0,-20.0,0.1819637566804885,0.1419866234064101,-21.96983289605,1043,"Cullman County, Alabama",35347,5586,3531,2246,10.0,31816,3340,1043,Cullman County,61231.0,54767.0,67695.0,1043,27.0,0.0317707301892664,1043,15.3,1043,90566,734.739,123.26281849745284,1043,AL,7.25
1045,AL,"Dale County, Alabama",2023,3.41,21.34,6305000.0,1045,1045,AL,Dale,6.0,6.0,0.0,0.1212709173560142,0.1225515231490135,1.05598755325631,1045,"Dale County, Alabama",19727,3767,3637,1840,18.4,16090,1927,1045,Dale County,54697.0,50032.0,59362.0,1045,22.5,0.0574846656866223,1045,18.7,1045,49599,561.113,88.39395986191728,1045,AL,7.25
1047,AL,"Dallas County, Alabama",2023,3.44,21.52,5358000.0,1047,1047,AL,Dallas,8.0,7.0,-12.5,0.1994763761758804,0.1939165592193604,-2.787205714835095,1047,"Dallas County, Alabama",15947,4686,5765,3198,36.2,10182,1488,1047,Dallas County,39013.0,34241.0,43785.0,1047,26.4,0.1414686147864802,1047,31.0,1047,36858,978.738,37.65869926374576,1047,AL,7.25
1049,AL,"DeKalb County, Alabama",2023,3.43,21.46,8891000.0,1049,1049,AL,DeKalb,16.0,15.0,-6.25,0.2249845266342163,0.2093276381492615,-6.959095685015737,1049,"DeKalb County, Alabama",26181,5508,4627,2466,17.7,21554,3042,1049,DeKalb County,50614.0,44649.0,56579.0,1049,24.8,0.0416714411214239,1049,22.4,1049,72269,777.077,93.00107968708376,1049,AL,7.25
1051,AL,"Elmore County, Alabama",2023,3.71,23.18,9126000.0,1051,1051,AL,Elmore,8.0,9.0,12.5,0.0984518453478813,0.1095450222492218,11.26761703870816,1051,"Elmore County, Alabama",32856,3510,3465,1326,10.5,29391,2184,1051,Elmore County,73125.0,67020.0,79230.0,1051,27.9,0.0338750913075237,1051,10.3,1051,89526,618.516,144.7432241041461,1051,AL,7.25
1053,AL,"Escambia County, Alabama",2023,3.35,20.93,4602000.0,1053,1053,AL,Escambia,4.0,4.0,0.0,0.1066666692495346,0.1102505475282669,3.359885804953965,1053,"Escambia County, Alabama",12808,2808,1942,1152,15.2,10866,1656,1053,Escambia County,50333.0,45240.0,55426.0,1053,24.6,0.0573079325421611,1053,20.0,1053,36629,945.408,38.74411894124018,1053,AL,7.25
1055,AL,"Etowah County, Alabama",2023,3.64,22.72,12904000.0,1055,1055,AL,Etowah,14.0,12.0,-14.28571428571429,0.1360134482383728,0.1172206997871399,-13.81683112562321,1055,"Etowah County, Alabama",39411,6894,6173,3344,15.7,33238,3550,1055,Etowah County,52504.0,49174.0,55834.0,1055,25.5,0.0439217477354038,1055,16.9,1055,103105,535.105,192.68181011203407,1055,AL,7.25
1057,AL,"Fayette County, Alabama",2023,3.3,20.62,1958000.0,1057,1057,AL,Fayette,4.0,,,0.2412399798631668,,,1057,"Fayette County, Alabama",6255,1306,1124,658,18.0,5131,648,1057,Fayette County,49235.0,43591.0,54879.0,1057,28.6,0.0757793764988009,1057,21.8,1057,16053,627.684,25.574970845202365,1057,AL,7.25
1059,AL,"Franklin County, Alabama",2023,3.23,20.19,3613000.0,1059,1059,AL,Franklin,10.0,8.0,-20.0,0.3157163560390471,0.2539118230342865,-19.57596805567997,1059,"Franklin County, Alabama",11954,2312,2386,1419,20.0,9568,893,1059,Franklin County,49682.0,43562.0,55802.0,1059,26.0,0.0774636105069432,1059,19.1,1059,31966,633.959,50.42281914130094,1059,AL,7.25
1061,AL,"Geneva County, Alabama",2023,3.73,23.29,3737000.0,1061,1061,AL,Geneva,10.0,9.0,-9.999999999999998,0.377401202917099,0.340767115354538,-9.706934498194531,1061,"Geneva County, Alabama",10647,1867,1945,958,18.3,8702,909,1061,Geneva County,50006.0,44378.0,55634.0,1061,26.6,0.0598290598290598,1061,19.2,1061,26887,574.485,46.80191823981479,1061,AL,7.25
1063,AL,"Greene County, Alabama",2023,3.93,24.53,1391000.0,1063,1063,AL,Greene,2.0,,,0.2357100695371628,,,1063,"Greene County, Alabama",3225,1303,1029,716,31.9,2196,587,1063,Greene County,34619.0,30256.0,38982.0,1063,29.4,0.1333333333333333,1063,40.1,1063,7424,647.023,11.474089792789435,1063,AL,7.25
1065,AL,"Hale County, Alabama",2023,3.93,24.53,2262000.0,1065,1065,AL,Hale,2.0,,,0.134725496172905,,,1065,"Hale County, Alabama",5642,1548,1568,949,27.8,4074,599,1065,Hale County,42380.0,38849.0,45911.0,1065,30.2,0.1118397731300957,1065,24.6,1065,14829,643.99,23.02675507383655,1065,AL,7.25
1067,AL,"Henry County, Alabama",2023,3.73,23.32,2172000.0,1067,1067,AL,Henry,2.0,,,0.117219552397728,,,1067,"Henry County, Alabama",7062,1325,997,569,14.1,6065,756,1067,Henry County,55598.0,49721.0,61475.0,1067,27.6,0.0750495610308694,1067,18.3,1067,17647,561.892,31.40639126380158,1067,AL,7.25
1069,AL,"Houston County, Alabama",2023,3.7,23.1,13750000.0,1069,1069,AL,Houston,17.0,17.0,0.0,0.1629054695367813,0.1595045924186707,-2.087638387944235,1069,"Houston County, Alabama",43302,7230,6964,3716,16.1,36338,3514,1069,Houston County,59412.0,56210.0,62614.0,1069,22.1,0.0678028728465197,1069,17.5,1069,108140,579.826,186.504227130208,1069,AL,7.25
1071,AL,"Jackson County, Alabama",2023,3.61,22.53,6936000.0,1071,1071,AL,Jackson,11.0,8.0,-27.27272727272727,0.2113027721643447,0.155092865228653,-26.60159465015135,1071,"Jackson County, Alabama",21795,3937,2690,1410,12.3,19105,2527,1071,Jackson County,51479.0,48245.0,54713.0,1071,27.3,0.0493691213581096,1071,17.3,1071,53053,1078.015,49.213600923920346,1071,AL,7.25
1073,AL,"Jefferson County, Alabama",2023,3.92,24.5,83227000.0,1073,1073,AL,Jefferson,107.0,113.0,5.607476635514019,0.161996766924858,0.1724290549755095,6.439812502857256,1073,"Jefferson County, Alabama",269883,40745,38255,17836,14.2,231628,22909,1073,Jefferson County,64726.0,61862.0,67590.0,1073,24.1,0.0698191438512244,1073,15.7,1073,667755,1111.54,600.7476114219911,1073,AL,7.25
1075,AL,"Lamar County, Alabama",2023,3.3,20.62,1601000.0,1075,1075,AL,Lamar,4.0,4.0,0.0,0.287232518196106,0.290613204240799,1.176985832218636,1075,"Lamar County, Alabama",5086,1016,1044,572,20.5,4042,444,1075,Lamar County,50929.0,44791.0,57067.0,1075,25.4,0.061148250098309,1075,18.0,1075,13693,604.846,22.63882046008405,1075,AL,7.25
1077,AL,"Lauderdale County, Alabama",2023,3.54,22.11,10642000.0,1077,1077,AL,Lauderdale,19.0,19.0,0.0,0.205358788371086,0.2034958451986312,-0.907165058399384,1077,"Lauderdale County, Alabama",39258,5034,3925,2143,10.0,35333,2891,1077,Lauderdale County,63895.0,59600.0,68190.0,1077,25.9,0.0507157776758877,1077,12.2,1077,95830,668.018,143.4542182995069,1077,AL,7.25
1079,AL,"Lawrence County, Alabama",2023,3.31,20.69,3558000.0,1079,1079,AL,Lawrence,3.0,,,0.0903723314404487,,,1079,"Lawrence County, Alabama",13627,2030,2059,1025,15.1,11568,1005,1079,Lawrence County,61064.0,55014.0,67114.0,1079,30.0,0.0435899317531371,1079,13.3,1079,33276,690.684,48.17832757092969,1079,AL,7.25
1081,AL,"Lee County, Alabama",2023,4.03,25.2,21774000.0,1081,1081,AL,Lee,18.0,22.0,22.22222222222223,0.1128908842802048,0.1318699717521666,16.81188662217781,1081,"Lee County, Alabama",69436,14171,6949,3677,10.0,62487,10494,1081,Lee County,62301.0,57268.0,67334.0,1081,22.3,0.0475977878910075,1081,18.9,1081,181134,607.545,298.1408784534479,1081,AL,7.25
1083,AL,"Limestone County, Alabama",2023,3.94,24.63,11588000.0,1083,1083,AL,Limestone,10.0,8.0,-20.0,0.1076472625136375,0.0782564431428909,-27.3028952938057,1083,"Limestone County, Alabama",40953,4341,3620,1775,8.8,37333,2566,1083,Limestone County,81811.0,77874.0,85748.0,1083,26.3,0.0346006397577711,1083,10.0,1083,111233,563.404,197.43026318591987,1083,AL,7.25
1085,AL,"Lowndes County, Alabama",2023,3.71,23.2,1464000.0,1085,1085,AL,Lowndes,2.0,,,0.195217177271843,,,1085,"Lowndes County, Alabama",4284,1155,1237,767,28.9,3047,388,1085,Lowndes County,42011.0,36781.0,47241.0,1085,31.4,0.088235294117647,1085,29.9,1085,9833,716.085,13.731610074223031,1085,AL,7.25
1087,AL,"Macon County, Alabama",2023,3.98,24.85,2532000.0,1087,1087,AL,Macon,4.0,3.0,-25.0,0.2096765786409378,0.167644590139389,-20.04610566138947,1087,"Macon County, Alabama",7237,1777,1745,900,24.1,5492,877,1087,Macon County,40710.0,36252.0,45168.0,1087,23.7,0.0953433743263783,1087,24.3,1087,18691,608.665,30.70818923381499,1087,AL,7.25
1089,AL,"Madison County, Alabama",2023,3.75,23.41,40464000.0,1089,1089,AL,Madison,46.0,45.0,-2.173913043478259,0.1288569569587708,0.1185917630791664,-7.966348206475804,1089,"Madison County, Alabama",165031,17538,12536,5804,7.6,152495,11734,1089,Madison County,86172.0,82954.0,89390.0,1089,22.1,0.0395562045918645,1089,10.1,1089,405718,801.602,506.1339667316199,1089,AL,7.25
1091,AL,"Marengo County, Alabama",2023,3.49,21.82,2535000.0,1091,1091,AL,Marengo,3.0,4.0,33.33333333333333,0.1535626500844954,0.2135269343852997,39.04874282112851,1091,"Marengo County, Alabama",7898,1972,1863,1095,23.6,6035,877,1091,Marengo County,47228.0,41172.0,53284.0,1091,26.4,0.1020511521904279,1091,21.9,1091,18851,976.898,19.296794547639568,1091,AL,7.25
1093,AL,"Marion County, Alabama",2023,3.3,20.62,3628000.0,1093,1093,AL,Marion,3.0,4.0,33.33333333333333,0.1001401990652083,0.1346665322780609,34.47799538561924,1093,"Marion County, Alabama",10614,2010,1841,1027,17.3,8773,983,1093,Marion County,48829.0,43293.0,54365.0,1093,25.9,0.0416431128697946,1093,16.2,1093,29184,742.342,39.31341618822592,1093,AL,7.25
1095,AL,"Marshall County, Alabama",2023,3.46,21.63,11166000.0,1095,1095,AL,Marshall,22.0,23.0,4.5454545454545405,0.2312795072793961,0.2371378540992737,2.533015954933049,1095,"Marshall County, Alabama",36459,5995,4512,2271,12.4,31947,3724,1095,Marshall County,59882.0,55549.0,64215.0,1095,25.5,0.0435557749801146,1095,16.6,1095,99748,565.845,176.28149051418674,1095,AL,7.25
1097,AL,"Mobile County, Alabama",2023,3.64,22.73,47903000.0,1097,1097,AL,Mobile,56.0,60.0,7.14285714285714,0.1348848342895508,0.1453784257173537,7.779667360733056,1097,"Mobile County, Alabama",161665,26891,27937,13540,17.3,133728,13351,1097,Mobile County,55538.0,52899.0,58177.0,1097,26.1,0.0596665945009742,1097,16.2,1097,412590,1229.374,335.60983069432086,1097,AL,7.25
1099,AL,"Monroe County, Alabama",2023,3.4,21.22,2478000.0,1099,1099,AL,Monroe,5.0,5.0,0.0,0.2319862693548203,0.2443912178277969,5.347277020953101,1099,"Monroe County, Alabama",7363,1615,1030,575,14.0,6333,1040,1099,Monroe County,49314.0,43688.0,54940.0,1099,25.5,0.042509846529947,1099,20.1,1099,19388,1025.669,18.902784426554764,1099,AL,7.25
1101,AL,"Montgomery County, Alabama",2023,3.66,22.88,27898000.0,1101,1101,AL,Montgomery,34.0,31.0,-8.823529411764707,0.1495175808668136,0.1379991918802261,-7.7037020795887585,1101,"Montgomery County, Alabama",91381,17792,18479,8754,20.2,72902,9038,1101,Montgomery County,60063.0,56591.0,63535.0,1101,21.6,0.0655497313445902,1101,19.9,1101,226718,785.355,288.68218830974524,1101,AL,7.25
1103,AL,"Morgan County, Alabama",2023,3.63,22.69,14076000.0,1103,1103,AL,Morgan,18.0,13.0,-27.77777777777777,0.151146188378334,0.1084390580654144,-28.25551260744955,1103,"Morgan County, Alabama",49040,6729,6004,3085,12.2,43036,3644,1103,Morgan County,70387.0,64678.0,76096.0,1103,24.9,0.0475734094616639,1103,13.5,1103,124471,579.669,214.7277152995934,1103,AL,7.25
1105,AL,"Perry County, Alabama",2023,3.49,21.82,1251000.0,1105,1105,AL,Perry,3.0,,,0.3145313560962677,,,1105,"Perry County, Alabama",3440,830,1151,691,33.5,2289,139,1105,Perry County,34176.0,29744.0,38608.0,1105,28.0,0.0796511627906976,1105,31.4,1105,8031,719.67,11.159281337279587,1105,AL,7.25
1107,AL,"Pickens County, Alabama",2023,3.7,23.12,2672000.0,1107,1107,AL,Pickens,5.0,4.0,-20.0,0.245857298374176,0.2020916491746901,-17.80124059318256,1107,"Pickens County, Alabama",6764,1346,1253,805,18.5,5511,541,1107,Pickens County,47372.0,41270.0,53474.0,1107,32.6,0.0711117681845062,1107,20.0,1107,18721,881.408,21.23987982863781,1107,AL,7.25
1109,AL,"Pike County, Alabama",2023,3.8,23.77,4262000.0,1109,1109,AL,Pike,7.0,6.0,-14.28571428571429,0.2087060213088989,0.1820057034492493,-12.79326666868484,1109,"Pike County, Alabama",12484,2785,2135,1062,17.1,10349,1723,1109,Pike County,50675.0,45473.0,55877.0,1109,20.3,0.0574335148990708,1109,23.3,1109,32987,672.067,49.08290393666108,1109,AL,7.25
1111,AL,"Randolph County, Alabama",2023,3.41,21.31,2618000.0,1111,1111,AL,Randolph,3.0,,,0.1332444995641708,,,1111,"Randolph County, Alabama",9271,2058,1741,834,18.8,7530,1224,1111,Randolph County,57148.0,52026.0,62270.0,1111,28.9,0.0442239240642864,1111,19.9,1111,22510,580.55,38.773576780639054,1111,AL,7.25
1113,AL,"Russell County, Alabama",2023,3.54,22.1,7891000.0,1113,1113,AL,Russell,12.0,10.0,-16.66666666666666,0.2058672159910202,0.1717121452093124,-16.590825604402,1113,"Russell County, Alabama",23938,4820,4814,2338,20.1,19124,2482,1113,Russell County,52312.0,48106.0,56518.0,1113,26.3,0.0802907511070264,1113,22.2,1113,58811,641.182,91.72278697780035,1113,AL,7.25
1115,AL,"St. Clair County, Alabama",2023,3.77,23.53,9906000.0,1115,1115,AL,St. Clair,14.0,12.0,-14.28571428571429,0.1602894365787506,0.1322474330663681,-17.49460482918685,1115,"St. Clair County, Alabama",35107,3800,3851,1791,11.0,31256,2009,1115,St. Clair County,78349.0,72699.0,83999.0,1115,30.7,0.0301934087219073,1115,11.4,1115,94166,631.57,149.0982788922843,1115,AL,7.25
1117,AL,"Shelby County, Alabama",2023,4.04,25.22,21585000.0,1117,1117,AL,Shelby,26.0,34.0,30.76923076923077,0.1229093596339226,0.1535487771034241,24.92846562764544,1117,"Shelby County, Alabama",86866,7049,4014,1585,4.6,82852,5464,1117,Shelby County,90280.0,84649.0,95911.0,1117,29.5,0.0250846130822185,1117,7.2,1117,230211,785.441,293.09776291280946,1117,AL,7.25
1119,AL,"Sumter County, Alabama",2023,3.42,21.36,1522000.0,1119,1119,AL,Sumter,2.0,3.0,50.0,0.1541663408279418,0.2453987747430801,59.177920047384816,1119,"Sumter County, Alabama",4823,1430,1471,818,30.5,3352,612,1119,Sumter County,37021.0,32535.0,41507.0,1119,23.2,0.0949616421314534,1119,26.5,1119,11878,903.826,13.141910057909376,1119,AL,7.25
1121,AL,"Talladega County, Alabama",2023,3.6,22.52,10309000.0,1121,1121,AL,Talladega,8.0,6.0,-25.0,0.099258042871952,0.0750140622258186,-24.425205197133888,1121,"Talladega County, Alabama",33644,6332,5717,2963,17.0,27927,3369,1121,Talladega County,59491.0,55623.0,63359.0,1121,28.0,0.0688087028890738,1121,17.8,1121,81021,736.817,109.9608179507259,1121,AL,7.25
1123,AL,"Tallapoosa County, Alabama",2023,3.63,22.68,5030000.0,1123,1123,AL,Tallapoosa,6.0,5.0,-16.66666666666666,0.1477577686309813,0.1245857551693916,-15.68243326647745,1123,"Tallapoosa County, Alabama",17076,2894,2264,1254,13.3,14812,1640,1123,Tallapoosa County,60583.0,56615.0,64551.0,1123,25.2,0.0579175450925275,1123,16.3,1123,40938,716.528,57.13384543241855,1123,AL,7.25
1125,AL,"Tuscaloosa County, Alabama",2023,4.0,24.99,28370000.0,1125,1125,AL,Tuscaloosa,25.0,30.0,20.0,0.1209265887737274,0.1423433572053909,17.71055369116352,1125,"Tuscaloosa County, Alabama",90052,15551,9798,4951,10.9,80254,10600,1125,Tuscaloosa County,61117.0,57987.0,64247.0,1125,23.3,0.0575223204370808,1125,16.8,1125,237552,1320.848,179.84809758579337,1125,AL,7.25
1127,AL,"Walker County, Alabama",2023,3.43,21.46,8300000.0,1127,1127,AL,Walker,10.0,9.0,-9.999999999999998,0.1548970639705658,0.142533615231514,-7.981719228326477,1127,"Walker County, Alabama",25388,4974,3632,2304,14.3,21756,2670,1127,Walker County,57950.0,53220.0,62680.0,1127,31.2,0.0495115802741452,1127,18.5,1127,64841,791.03,81.97034246488755,1127,AL,7.25
1129,AL,"Washington County, Alabama",2023,3.35,20.94,1683000.0,1129,1129,AL,Washington,3.0,4.0,33.33333333333333,0.1806467175483703,0.2503755688667296,38.59956730168022,1129,"Washington County, Alabama",5963,1344,821,587,13.8,5142,757,1129,Washington County,57311.0,50928.0,63694.0,1129,34.3,0.050981049807144,1129,17.1,1129,15143,1080.255,14.017986493929673,1129,AL,7.25
1131,AL,"Wilcox County, Alabama",2023,3.46,21.64,1510000.0,1131,1131,AL,Wilcox,7.0,3.0,-57.14285714285714,0.6445671916007994,0.2939447462558745,-54.39657027441078,1131,"Wilcox County, Alabama",3860,1161,1427,776,37.0,2433,385,1131,Wilcox County,34426.0,30218.0,38634.0,1131,28.3,0.1036269430051813,1131,28.2,1131,10172,887.858,11.45678700873338,1131,AL,7.25
1133,AL,"Winston County, Alabama",2023,3.26,20.35,2944000.0,1133,1133,AL,Winston,6.0,5.0,-16.66666666666666,0.2509305477142334,0.2126935571432113,-15.23807719678968,1133,"Winston County, Alabama",9420,1711,1377,791,14.6,8043,920,1133,Winston County,52280.0,45967.0,58593.0,1133,28.2,0.0494692144373673,1133,18.7,1133,23682,612.998,38.63307873761415,1133,AL,7.25
