county_fips,total_population,land_area_sqmi,population_density
5009,38138,589.723,64.67104047154342
5011,10208,649.167,15.724767278681757
5013,4704,628.601,7.4832843091245485
5015,28626,629.928,45.443288756810304
5017,9765,636.978,15.330199787119808
5019,21125,865.971,24.394581342793234
5021,14280,639.224,22.33958674893308
5023,25226,553.959,45.53766614496741
5025,7453,597.91,12.465086718736934
5027,22349,766.065,29.17376462832788
5029,21054,551.917,38.14704022525126
5031,113249,707.162,160.14576575098775
5033,61139,595.269,102.70818739091067
5035,47266,612.865,77.12302056733539
5037,16543,616.318,26.841662907784617
5039,6242,667.323,9.353791192570915
5041,10786,741.227,14.551547636553984
5043,17046,828.667,20.570385933070824
5045,127717,647.243,197.3246524103003
5047,17326,608.967,28.451459602901306
5049,12302,617.994,19.906342132771513
5051,100035,677.615,147.62807789083772
5053,18242,631.888,28.869040083052692
5055,46432,577.34,80.42401357951987
5057,19508,727.2,26.826182618261825
5059,33180,614.944,53.95613259093511
5061,12583,587.332,21.423998692392036
5063,38175,763.712,49.98612042235817
5065,14009,580.201,24.145080756496455
5067,16712,633.611,26.37580471298636
5069,64802,872.346,74.28474481455753
5071,26003,660.99,39.3394756350323
5073,6136,529.472,11.588903662516621
5075,16238,587.528,27.637831728870793
5077,8359,599.807,13.936149461410087
5079,12950,559.466,23.147072386883206
5081,11821,531.255,22.251084695673452
5083,21277,709.115,30.00500624017261
5085,75272,771.45,97.57210447857929
5087,17329,834.238,20.772249645784534
5089,17228,596.598,28.87706629925008
5091,42360,624.04,67.88026408563555
5093,39126,902.093,43.37246824883909
5095,6589,607.461,10.84678687191441
5097,8553,780.453,10.959019953796066
5099,8159,617.79,13.2067531038055
5101,7112,821.076,8.661804753762135
5103,22085,732.721,30.141076890112334
5105,10101,551.336,18.320951289231974
5107,15450,690.36,22.37962802016339
5109,10115,600.335,16.848926016307562
5111,22543,758.295,29.72853572817967
5113,19361,856.838,22.59586993107215
5115,64131,810.952,79.08112933934437
5117,8064,647.516,12.453746316693334
5119,399818,758.366,527.2098168957997
5121,18838,651.913,28.89649385730918
5123,22400,634.784,35.28759389020517
5125,127479,723.516,176.19375383543695
5127,9816,892.85,10.994007952063615
5129,7859,665.879,11.802444588281054
5131,128900,531.183,242.6658985697961
5133,15712,563.569,27.87946107752556
5135,17773,604.641,29.394301742686984
5137,12568,606.44,20.724226634127035
5139,37900,1039.067,36.47503000287758
5141,15998,709.57,22.546049015600996
5143,256765,941.45,272.7335493122311
5145,77838,1033.966,75.28100537154994
5147,6026,585.973,10.283750275183328
5149,20134,930.386,21.640480402757564
6001,1649473,737.459,2236.697904561474
6003,1616,738.34,2.1886935558143943
6005,41428,594.585,69.67548794537366
6007,207929,1636.49,127.05791052802033
6009,46248,1020.016,45.34046524760396
6011,21984,1150.679,19.105241340113096
6013,1165012,716.896,1625.0781145382316
6015,27107,1006.202,26.939918624689675
6017,192662,1707.841,112.8102674663508
6019,1016725,5958.383,170.63773846025003
6021,28494,1313.968,21.685459615454864
6023,134541,3568.025,37.70741516665382
6025,180202,4175.528,43.15669778768098
6027,18739,10197.261,1.8376503259061427
6029,915075,8134.673,112.49069261911328
6031,153298,1390.972,110.20926373787539
6033,68152,1255.082,54.30083452714643
6035,30356,4541.369,6.6843280076998814
6037,9808667,4060.246,2415.7814575767084
6039,160940,2136.918,75.31407382033376
6041,257969,520.141,495.9597493756501
6043,17082,1448.84,11.790121752574475
6045,90244,3506.807,25.73395114130889
6047,290201,1938.004,149.74220899440868
6049,8600,3948.233,2.178189585062482
6051,13148,3048.904,4.312369297295028
6053,437613,3281.718,133.34875208655956
6055,134869,751.975,179.35303700255992
6057,102481,957.76,107.00070998997661
6059,3165820,792.861,3992.906701174607
6061,419156,1407.084,297.8898203660904
6063,19423,2553.062,7.6077275052466415
6065,2478600,7209.253,343.808158764854
6067,1594006,965.28,1651.3405436764463
6069,67290,1388.652,48.457064836978596
6071,2197104,20068.167,109.48204686556574
6073,3288774,4210.46,781.0961272640044
6075,830235,46.7,17778.051391862955
6077,797334,1392.238,572.6994953449051
6079,281555,3300.842,85.29793307283414
6081,742340,448.606,1654.7705558998318
6083,443701,2733.941,162.29355351852877
6085,1902047,1291.084,1473.2170796013272
6087,264926,445.106,595.1975484491335
6089,181436,3775.651,48.05422958848686
6091,2746,953.168,2.880919208366206
6093,43466,6278.767,6.922696765145131
6095,451918,821.736,549.9552167606141
6097,485040,1575.337,307.8960247870773
6099,553990,1496.15,370.2770444139959
6101,98857,602.696,164.02464924273596
6103,65167,2949.137,22.09697277542549
6105,15860,3179.268,4.988569695917425
6107,478693,4823.899,99.23362823309526
6109,54498,2220.911,24.538578988532183
6111,837469,1840.775,454.954570765031
6113,220564,1012.988,217.73604425718764
6115,84507,632.006,133.71233817400469
8001,530225,1166.74,454.4500059996229
8003,16581,722.645,22.944876114828165
8005,659844,797.884,826.9923948844694
8007,13900,1350.088,10.295625174062728
8009,3428,2554.993,1.3416866504135236
8011,5549,1512.847,3.667918831183854
8013,328961,726.385,452.8741645270759
8014,76304,32.968,2314.486775054598
8015,20178,1013.408,19.91103287126212
8017,1741,1778.276,0.9790381245655905
8019,9262,395.073,23.443768619976563
8021,7530,1287.428,5.848870771802384
8023,3607,1227.593,2.9382702573246995
8025,5647,787.428,7.171449326160614
8027,5247,738.626,7.103730440033251
8029,31598,1142.125,27.665973514282587
8031,718877,153.074,4696.271084573474
8033,2432,1067.17,2.2789246324390677
8035,377150,840.888,448.51395191749674
8037,55135,1684.47,32.73136357429934
8039,27874,1850.086,15.066326646436977
8041,742999,2126.416,349.41375535172796
8043,49634,1533.835,32.35941284427595
8045,62479,2947.425,21.19782522031943
8047,5901,150.023,39.33396879145198
8049,15895,1846.447,8.608424720557915
8051,17241,3239.14,5.322709114147583
8053,1005,1117.231,0.8995453939248016
8055,6972,1591.033,4.382058700228091
8057,1372,1613.726,0.8502062927659342
8059,579377,764.383,757.9668830939463
8061,1376,1767.809,0.7783646310206589
8063,7023,2160.822,3.2501520254791925
8065,7380,376.919,19.579803618284036
8067,56331,1689.682,33.33822577266018
8069,367368,2595.747,141.52688994728686
8071,14413,4772.938,3.0197333382499414
8073,5550,2577.73,2.153057147179883
8075,20892,1838.599,11.362999762319028
8077,158601,3328.721,47.64622808580233
8079,729,875.76,0.8324198410523431
8081,13207,4743.244,2.7843813221499887
8083,26412,2029.349,13.015011217883174
8085,43807,2240.946,19.548440703167323
8087,29520,1280.485,23.05376478443715
8089,18321,1261.946,14.518053862843578
8091,5087,540.671,9.408679215271393
8093,17907,2193.51,8.163628157610404
8095,4496,687.928,6.53556767568699
8097,16985,970.701,17.49766405927263
8099,11910,1638.407,7.269256051762475
8101,169356,2386.591,70.96146763312188
8103,6544,3220.971,2.031685476211987
8105,11321,911.956,12.413976112882638
8107,25084,2362.02,10.61972379573416
8109,6580,3168.566,2.076649184520695
8111,724,387.516,1.8683099536535264
8113,7968,1286.725,6.192465367502769
8115,2304,548.041,4.204065024332121
8117,31017,608.328,50.9872963269815
8119,24825,557.141,44.55784083382842
8121,4831,2518.084,1.9185221779734116
8123,350396,3984.958,87.92965948449142
8125,9979,2364.399,4.220522847455104
9110,977290,1027.349,951.2736178260748
9120,329259,140.181,2348.8133199221006
9130,175822,424.115,414.5620881128939
9140,454969,412.784,1102.1963060583744
9150,96312,553.895,173.88133129925347
9160,113216,786.642,143.92315691254726
9170,570598,367.169,1554.0473188095946
9180,279971,598.135,468.07326105310676
9190,627071,532.127,1178.4235718165025
10001,187604,586.061,320.11002267682034
10003,577961,426.337,1355.6435402041109
10005,255626,936.146,273.0621078336072
11001,681294,61.126,11145.731767169455
12001,285492,875.645,326.03623614592675
12003,28430,585.23,48.57919108726483
12005,186393,758.598,245.7072125157198
12007,27885,293.966,94.85790873774518
12009,632780,1014.97,623.4469984334512
12011,1977129,1202.909,1643.6230837079113
12013,13492,567.336,23.781321826924433
12015,201064,681.118,295.1970143205729
12017,162472,581.912,279.2037283987957
12019,227584,604.598,376.42201925907796
12021,398291,1996.848,199.45984872158522
12023,71789,797.377,90.03144058582076
12027,35386,636.695,55.57763136195509
12029,17058,705.035,24.194543533299765
12031,1023153,762.617,1341.6341361391105
12033,325923,656.994,496.08215600142466
12035,126528,486.191,260.24340228428747
12037,12553,544.999,23.033069785449147
12039,43710,516.375,84.64778503994191
12041,19040,349.695,54.44744706101031
12043,12563,806.822,15.57096856555721
12045,15131,553.461,27.338873019056447
12047,13616,514.295,26.475077533322317
12049,25675,637.569,40.270151152267445
12051,42382,1155.95,36.66421558025866
12053,207018,472.966,437.70165297294096
12055,105702,1017.66,103.86769648016038
12057,1522748,1022.502,1489.2371848661421
12059,19513,478.857,40.74911716859104
12061,166936,502.527,332.19309609234926
12063,48250,918.23,52.5467475469109
12065,15091,598.079,25.232452568975003
12067,8161,543.345,15.019922885091423
12069,412924,952.13,433.68447585938895
12071,817666,781.026,1046.912650795236
12073,297542,668.428,445.13694818290077
12075,45391,1118.254,40.59095697399697
12077,7687,835.563,9.199785055106558
12079,18089,696.529,25.97020368139733
12081,429792,742.762,578.6402643107753
12083,400078,1588.422,251.87135408600486
12085,162176,543.822,298.2152248345966
12086,2738356,1899.925,1441.2968932984197
12087,81860,983.034,83.27280643395854
12089,97859,648.681,150.85843426892416
12091,216599,929.862,232.9367153405559
12093,40816,769.286,53.056990508081526
12095,1471937,902.992,1630.0664900685722
12097,427415,1327.542,321.95968187823814
12099,1533806,1964.292,780.8441922076759
12101,611444,746.604,818.966949011792
12103,963481,273.782,3519.1539253858914
12105,790694,1798.119,439.7339664393736
12107,75164,728.354,103.19707175357037
12109,306934,600.641,511.01073686278494
12111,360500,571.873,630.3847182853535
12113,198472,1012.401,196.04089683830816
12115,459547,556.006,826.5144620741503
12117,481470,309.379,1556.2465454992096
12119,143408,557.144,257.3984463621613
12121,45342,688.586,65.84798412979642
12123,21503,1043.337,20.60983172263612
12125,15701,243.555,64.46593171973475
12127,579622,1101.116,526.3950392147603
12129,35387,606.418,58.35413856448852
12131,82948,1038.298,79.88843280060253
12133,25529,584.677,43.663424420663034
13001,18493,508.262,36.384777929493055
13003,8337,342.718,24.326122351320908
13005,11109,284.082,39.10490632986251
13007,2790,341.957,8.15892056603608
13009,43642,258.699,168.69798491683383
13011,19264,232.616,82.81459572858273
13013,89886,161.037,558.1698615846047
13015,113113,458.912,246.48080677777006
13017,17089,250.118,68.32375118943858
13019,18352,453.376,40.4785431959345
13021,156578,249.383,627.8615623358448
13023,12430,215.878,57.578817665533315
13025,18315,443.235,41.32119530271752
13027,16293,493.184,33.03635154425123
13029,48263,437.564,110.29929336051411
13031,82683,675.963,122.31882514279629
13033,24470,827.04,29.58744437995744
13035,26496,183.69,144.24301812836845
13037,5498,280.384,19.60882218671536
13039,56970,630.272,90.38954610073111
13043,11043,243.059,45.433413286486
13045,124569,499.135,249.56975567732178
13047,68634,162.162,423.24342324342325
13049,12818,780.087,16.431500589036865
13051,300879,432.716,695.3267269987706
13053,8887,248.737,35.72850038393966
13055,25036,313.327,79.9037427352255
13057,281032,421.019,667.504316907313
13059,129609,119.3,1086.4124056999162
13061,2850,195.404,14.585167140897832
13063,298924,141.756,2108.7220294026356
13065,6759,814.996,8.293292237017114
13067,775208,339.706,2281.9967854556585
13069,43347,592.247,73.19074642843273
13071,46224,547.032,84.499627078489
13073,162434,290.194,559.7427927524345
13075,17532,228.451,76.74293393331612
13077,152852,441.071,346.54738126061335
13079,12225,324.914,37.62534085942742
13081,19790,272.68,72.57591315828077
13083,16165,174.076,92.86173855097773
13085,30242,210.828,143.4439448270628
13087,29195,597.239,48.88327788372829
13089,765351,267.683,2859.1692412293646
13091,19805,495.963,39.932414313164486
13093,10984,392.631,27.975376371198404
13095,83091,328.644,252.82980976375651
13097,147888,200.206,738.6791604647213
13099,10603,512.6,20.684744440109245
13101,3709,420.407,8.82240305228029
13103,69143,478.83,144.39989140195894
13105,19849,351.103,56.533268015368705
13107,23026,680.574,33.83320550006319
13109,10757,182.895,58.81516717242133
13111,25742,387.105,66.49875356815335
13113,122244,194.567,628.2874279811067
13115,99693,509.833,195.5405005168359
13117,267287,224.632,1189.8883507247408
13119,24234,261.342,92.72906765847051
13121,1076561,526.74,2043.8185822227285
13123,32426,426.216,76.07879572798768
13125,2932,143.746,20.39708931031124
13127,85447,419.636,203.62171024411631
13129,59100,356.443,165.8049113041917
13131,26108,454.462,57.448147479877306
13133,20109,387.517,51.89191699977033
13135,979864,431.124,2272.812462307828
13137,47793,276.867,172.62078904311454
13139,212705,392.628,541.7468952800106
13141,8650,471.067,18.36256838199237
13143,31285,282.165,110.87484273386139
13145,36086,463.813,77.80290763734523
13147,26939,232.422,115.90555110961957
13149,11773,295.973,39.77727698134627
13151,249960,318.701,784.3088035494084
13153,169649,376.046,451.1389564042697
13155,9285,354.363,26.2019454627035
13157,84757,339.576,249.59655570476122
13159,15929,368.406,43.23762370862581
13161,14924,330.919,45.098649518462224
13163,15341,526.555,29.13465829780365
13165,8711,347.378,25.076429710574647
13167,9190,303.019,30.328131239295224
13169,28673,393.942,72.78482619268826
13171,19571,183.501,106.6533697364047
13173,10221,196.538,52.005210188360515
13175,49798,807.336,61.68187718620252
13177,33626,355.844,94.49646474297727
13179,67397,516.463,130.49724762470885
13181,7854,210.381,37.33226859840005
13183,18374,400.399,45.88922549756618
13185,119965,497.239,241.26225014530237
13187,34505,282.944,121.94992648722008
13189,21718,257.372,84.383693641888
13191,11312,431.347,26.224825952191622
13193,11864,400.662,29.61099380525231
13195,31528,282.324,111.67311316076564
13197,7509,365.721,20.532044919487806
13199,20929,500.907,41.78220707636348
13201,5850,282.423,20.713610435410715
13205,21058,512.158,41.116218042088576
13207,29664,396.092,74.89169182917101
13209,8640,241.145,35.829065500010365
13211,21078,347.411,60.671654035134175
13213,40562,344.494,117.74370526046897
13215,203711,216.5,940.9284064665127
13217,118152,273.814,431.50459801178897
13219,43551,184.342,236.25109850169792
13221,15509,439.062,35.32302954935749
13223,178909,312.385,572.7195607983738
13225,28560,150.284,190.04019057251605
13227,34951,232.059,150.61255973696345
13229,20202,340.456,59.33806424325022
13231,19903,216.086,92.10684634821321
13233,43785,310.34,141.0871946896952
13235,9939,249.261,39.873867151299244
13237,22855,344.682,66.3074950243993
13239,2264,151.237,14.969881708841092
13241,17312,370.134,46.7722500499819
13243,6196,428.236,14.46865746924593
13245,206069,324.34,635.348708145773
13247,95281,129.819,733.9526571611244
13249,4513,166.909,27.038685750918166
13251,14130,645.821,21.87912749817674
13253,9156,237.546,38.544113561162895
13255,68892,195.97,351.5436036127979
13257,27012,178.862,151.02145788373159
13259,4869,458.748,10.613670250333517
13261,29061,482.877,60.18302797606844
13263,5742,391.377,14.67127603308319
13265,1558,194.607,8.005878514133613
13267,24208,480.84,50.345229182264376
13269,7786,376.686,20.66973553569817
13271,11831,437.307,27.054220490410625
13273,8850,335.791,26.35567957449723
13275,45777,544.633,84.05109495752185
13277,41438,260.89,158.83322473072943
13279,27102,364.013,74.45338490658301
13281,12913,166.479,77.5653385712312
13283,6376,199.431,31.970957373728254
13285,70330,414.009,169.87553410674647
13287,8939,285.417,31.319087510554734
13289,7803,359.26,21.719645938874354
13291,26304,322.083,81.668389824983
13293,28029,323.467,86.6518068303722
13295,68762,446.286,154.0760857387415
13297,103313,326.82,316.11590477938927
13299,35976,899.24,40.0071171211245
13301,5170,284.358,18.18130666272797
13303,19849,678.526,29.253116313892175
13305,30949,641.813,48.221210851135766
13307,2381,209.657,11.35664442398775
13309,7335,295.49,24.823175065146028
13311,28810,240.744,119.67068753530721
13313,103598,290.445,356.6871524729295
13315,8798,377.811,23.28677566296376
13317,9549,469.501,20.338614827231467
13319,8747,449.214,19.47178850169407
13321,20451,570.691,35.83550467766269
15001,205769,4028.431,51.079191873957875
15003,1001146,600.786,1666.3936909315464
15005,67,11.991,5.58752397631557
15007,73731,619.84,118.95166494579246
15009,164522,1161.54,141.64126934931213
16001,518935,1052.016,493.27671822481784
16003,4744,1362.805,3.4810556169077747
16005,89454,1112.489,80.4088849417837
16007,6650,975.728,6.815423970614762
16009,10142,776.931,13.053926281741878
16011,49664,2093.732,23.720323326958752
16013,24951,2637.738,9.45924121349429
16015,8273,1899.556,4.355228274396754
16017,51049,1733.225,29.45318697803228
16019,129523,1865.96,69.41359943407147
16021,13172,1268.679,10.382452929385604
16023,2684,2236.487,1.2000964011863247
16025,1124,1074.234,1.0463269641437527
16027,250790,587.05,427.20381568861256
16029,7162,1764.194,4.059644234137515
16031,25483,2565.61,9.932530665221915
16033,849,1763.145,0.48152590966710057
16035,9012,2457.314,3.6674189786083504
16037,4470,4922.177,0.9081347541951458
16039,29321,3075.079,9.535039587600838
16041,15056,663.019,22.708248179916414
16043,13943,1863.96,7.480310736281894
16045,20614,559.769,36.82590497151504
16047,15931,729.322,21.843575265794808
16049,17432,8477.499,2.056266830582935
16051,33154,1093.681,30.31414096066403
16053,25173,597.543,42.12751216230464
16055,181996,1237.78,147.03420640178385
16057,41049,1075.867,38.15434435669093
16059,8249,4563.695,1.8075265766007589
16061,3682,478.822,7.689705151392375
16063,5358,1201.364,4.459930545613153
16065,54618,469.267,116.39002955673423
16067,22208,756.996,29.337011027799356
16069,42697,848.32,50.33124292719728
16071,4768,1198.951,3.976809727837084
16073,12503,7668.204,1.6304991364340333
16075,26771,406.893,65.79370989424739
16077,8133,1403.826,5.793453034777814
16079,13785,2637.425,5.226688910585135
16081,12425,449.091,27.666998447976024
16083,93734,1921.714,48.77624870298078
16085,12389,3665.119,3.380244952483125
16087,11142,1452.852,7.669053695765294
17001,64754,855.151,75.72229933660839
17003,4875,235.394,20.70995862256472
17005,16716,380.336,43.950612090362206
17007,53230,280.741,189.60536579979413
17009,6322,305.727,20.678579255348726
17011,32866,869.071,37.81739351560459
17013,4330,253.829,17.058728514078375
17015,15576,445.406,34.970341665806025
17017,12784,375.754,34.022259244079905
17019,208741,996.104,209.55743576975897
17021,33538,709.483,47.27104102564826
17023,15266,501.375,30.44826726502119
17025,13052,468.351,27.867987897965413
17027,36954,473.941,77.97173065845749
17029,46777,508.272,92.03143198917115
17031,5182090,944.925,5484.1283699764535
17033,18511,443.643,41.724990589280125
17035,10334,345.944,29.871886779363134
17037,100703,631.337,159.5075213396332
17039,15373,397.561,38.66827983630185
17041,19751,416.647,47.40463749888995
17043,930024,327.835,2836.8661064254884
17045,16535,623.324,26.527135165660237
17047,6075,222.4,27.315647482014388
17049,34522,478.769,72.10575454968888
17051,21315,716.443,29.751145590088814
17053,13406,485.597,27.607254575295975
17055,37323,408.927,91.27056907467592
17057,33020,865.683,38.143292637143155
17059,4819,322.941,14.922230376446473
17061,11683,543.144,21.509949479327766
17063,53219,418.128,127.27920636742816
17065,7916,434.647,18.212480472659422
17067,17281,793.748,21.7713934397315
17069,3605,177.389,20.322567915710668
17071,6193,378.793,16.349298957478094
17073,48643,823.061,59.100115301296015
17075,26449,1117.395,23.67023299728386
17077,53064,583.57,90.92996555683122
17079,9180,494.614,18.55992753945501
17081,36550,571.235,63.984174639159015
17083,21274,369.555,57.56653272178701
17085,21851,600.924,36.362335336914484
17087,13376,343.736,38.91358484418274
17089,517255,519.364,995.9392641769548
17091,106635,676.49,157.62982453546985
17093,137675,320.238,429.9146259969148
17095,49046,716.385,68.46318669430543
17097,714223,443.605,1610.04271818397
17099,108714,1135.138,95.77161543354201
17101,15031,372.179,40.38648069880354
17103,33869,724.769,46.73075145322165
17105,35565,1043.628,34.07823477331003
17107,27713,618.052,44.83926918770589
17109,26920,589.323,45.67953397372918
17111,312591,603.397,518.0519624724683
17113,171556,1183.248,144.98735683474638
17115,101849,580.548,175.4359673963221
17117,44350,862.974,51.392046573824935
17119,264238,715.515,369.2976387636877
17121,37000,572.538,64.62453147214683
17123,11647,386.822,30.10945602887116
17125,12745,539.352,23.630208101573743
17127,13865,237.151,58.46485994155622
17129,12095,314.391,38.471203056067125
17131,15495,561.24,27.60850972845841
17133,35036,385.301,90.93150549829873
17135,27942,703.766,39.703537823651615
17137,33021,568.959,58.03757388493723
17139,14424,335.958,42.93393817084278
17141,51495,758.654,67.87679231902817
17143,179645,618.695,290.3611634165461
17145,20639,441.928,46.70217773030901
17147,16695,439.188,38.01333369764201
17149,14469,831.352,17.404180178793098
17151,3739,368.867,10.13644484326329
17153,5015,199.268,25.16711162856053
17155,5601,160.097,34.98504031930642
17157,30058,575.367,52.24143894244891
17159,15598,360.034,43.323686096313125
17161,142757,427.496,333.937627486573
17163,253694,657.735,385.7085300310915
17165,23213,379.991,61.08828893315894
17167,194947,868.23,224.53382168319453
17169,6787,437.3,15.520237823004802
17171,4937,250.79,19.685792894453527
17173,20720,758.509,27.316749043188675
17175,5308,288.106,18.423774582965994
17177,43768,564.247,77.56886611714374
17179,130290,646.469,201.54098649741903
17181,16997,413.412,41.11394928062079
17183,72386,898.319,80.57939328902094
17185,11119,223.323,49.788870828351754
17187,16447,542.384,30.32353461754034
17189,13627,562.597,24.221600897267493
17191,15973,713.83,22.376476191810372
17193,13619,494.983,27.514076241002215
17195,54947,684.099,80.32024604625938
17197,701462,835.875,839.194855690145
17199,66876,420.21,159.1489969301064
17201,283292,513.05,552.1723028944548
17203,38312,527.557,72.62153663016508
18001,36227,338.925,106.88795456221878
18003,392378,657.146,597.0941008543003
18005,83536,406.94,205.27841942301077
18007,8735,406.418,21.492650423947758
18009,11950,165.082,72.38826764880484
18011,74718,422.882,176.68758660808453
18013,15606,311.987,50.02131499068871
18015,20535,372.225,55.168245013096914
18017,37680,412.144,91.42435653557979
18019,124354,372.487,333.8478926781337
18021,26409,357.6,73.8506711409396
18023,32944,405.067,81.32975532442781
18025,10499,305.613,34.35390510220442
18027,33658,429.514,78.36298700391605
18029,51094,305.087,167.47354033439643
18031,26422,372.568,70.91859741040562
18033,43807,362.834,120.73565321882734
18035,112280,392.109,286.34894888921195
18037,43614,427.267,102.07668741091636
18039,207132,463.161,447.2138198164353
18041,23334,215.021,108.51963296608238
18043,80918,148.484,544.9610732469491
18045,16617,395.668,41.99733109576716
18047,23020,384.426,59.88148564353088
18049,20312,368.393,55.13676969975
18051,33000,487.378,67.70925236674614
18053,66295,414.089,160.0984329455745
18055,31021,542.467,57.185045357597794
18057,365056,394.381,925.6429696156763
18059,84037,305.957,274.6693162764702
18061,39859,484.081,82.33952582315769
18063,183344,406.894,450.5940121997375
18065,48970,391.877,124.96267961630818
18067,83752,293.074,285.77082921037004
18069,36798,382.639,96.16897388922717
18071,46660,509.978,91.49414288459502
18073,33234,559.68,59.380360205831906
18075,20229,383.905,52.69272346023105
18077,32998,360.698,91.48373431513345
18079,27562,376.597,73.18698768179247
18081,166315,320.415,519.061217483576
18083,36007,515.831,69.80386987210927
18085,80442,531.446,151.3643907377231
18087,40805,379.631,107.48595346533872
18089,500379,498.89,1002.9846258694301
18091,111917,598.289,187.06177115073152
18093,45102,449.146,100.41723626615844
18095,131900,451.921,291.8651711250418
18097,975809,395.99,2464.2263693527616
18099,46284,443.62,104.33253685586763
18101,9830,335.761,29.27677723142354
18103,35712,373.842,95.52698733689634
18105,140965,394.522,357.3058029716974
18107,38312,504.647,75.91841425788719
18109,72659,403.833,179.92338417117966
18111,13922,401.755,34.65296013739717
18113,47495,410.846,115.60292664404668
18115,5999,86.15,69.63435867672663
18117,19767,398.379,49.61857929258319
18119,21604,385.295,56.071321974071815
18121,16406,444.721,36.89054485846182
