YEAR,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,BENES_TOTAL_CNT,BENE_AVG_AGE,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
2023,IN-Allen,18003.0,All,75386,71,1,11997.12,11881.58
2023,IN-Bartholomew,18005.0,All,17313,73,1.01,11761,11569.54
2023,IN-Benton,18007.0,All,2066,73,1.04,12530.44,12378.94
2023,IN-Blackford,18009.0,All,3297,73,1.03,13486.36,13161.18
2023,IN-Boone,18011.0,All,13616,74,0.95,12526.19,12335.84
2023,IN-Brown,18013.0,All,4606,73,0.87,10824.65,10641.79
2023,IN-Carroll,18015.0,All,4767,73,0.93,12190.28,12160.38
2023,IN-Cass,18017.0,All,8603,72,1.07,11795.84,11838.14
2023,IN-Clark,18019.0,All,26700,72,1.04,13159.45,13858.18
2023,IN-Clay,18021.0,All,6690,73,1.01,12719.98,12784.5
2023,IN-Clinton,18023.0,All,6927,74,1.07,11360.21,11336.53
2023,IN-Crawford,18025.0,All,2912,72,0.92,10035.57,10376.71
2023,IN-Daviess,18027.0,All,6062,74,0.92,11117.65,11340.26
2023,IN-DeKalb,18033.0,All,9816,71,0.97,11928.81,11899.31
2023,IN-Dearborn,18029.0,All,12121,72,1.06,11860.29,12235.14
2023,IN-Decatur,18031.0,All,6197,73,0.95,11763.39,12349.3
2023,IN-Delaware,18035.0,All,25347,73,1.03,13029.97,12740.91
2023,IN-Dubois,18037.0,All,10223,74,0.85,10564.44,10865.37
2023,IN-Elkhart,18039.0,All,37923,73,0.92,12323.6,12214.42
2023,IN-Fayette,18041.0,All,6649,71,1.05,12146.06,12001.19
2023,IN-Floyd,18043.0,All,17996,72,1.04,12055.82,12838.77
2023,IN-Fountain,18045.0,All,4351,73,0.95,12482.01,12650.1
2023,IN-Franklin,18047.0,All,5520,73,0.93,10806.47,11357.08
2023,IN-Fulton,18049.0,All,5120,73,0.87,10300.09,10752.05
2023,IN-Gibson,18051.0,All,7871,73,0.9,11705.17,12053.38
2023,IN-Grant,18053.0,All,16752,72,1.02,11176.1,11102.59
2023,IN-Greene,18055.0,All,8083,73,0.93,10448.95,10681.22
2023,IN-Hamilton,18057.0,All,58725,73,0.91,11884.11,11797.95
2023,IN-Hancock,18059.0,All,18004,73,1.01,11584.53,11410.91
2023,IN-Harrison,18061.0,All,9808,73,1.01,11694.69,12585.62
2023,IN-Hendricks,18063.0,All,32623,73,1.02,11367.75,11305.19
2023,IN-Henry,18065.0,All,12132,73,1.02,12703.42,12580.9
2023,IN-Howard,18067.0,All,20998,73,1.05,12911.95,12952.07
2023,IN-Huntington,18069.0,All,9279,72,0.93,10754.49,10611.92
2023,IN-Jackson,18071.0,All,9900,73,0.99,10100.57,10216.17
2023,IN-Jasper,18073.0,All,7861,73,0.97,11751.1,11894.86
2023,IN-Jay,18075.0,All,4819,73,0.94,12027.1,11499.68
2023,IN-Jefferson,18077.0,All,8054,73,0.9,11373.23,11400.35
2023,IN-Jennings,18079.0,All,6530,71,1.01,11145.48,11097.3
2023,IN-Johnson,18081.0,All,31987,73,1,11245.39,11164.39
2023,IN-Knox,18083.0,All,8617,73,0.95,12384.17,12432.33
2023,IN-Kosciusko,18085.0,All,17634,72,0.91,10664.33,10655.79
2023,IN-LaGrange,18087.0,All,6293,73,0.83,9013.85,9337.11
2023,IN-LaPorte,18091.0,All,25948,73,1.03,12080.43,12123.23
2023,IN-Lake,18089.0,All,104405,72,1.09,14000.28,13874.1
2023,IN-Lawrence,18093.0,All,11619,73,1,10563.66,11555.8
2023,IN-Madison,18095.0,All,31716,72,1.04,13111.94,13047.19
2023,IN-Marion,18097.0,All,159784,71,1.05,12625.95,12265.55
2023,IN-Marshall,18099.0,All,10440,73,0.92,10232.62,10111.25
2023,IN-Martin,18101.0,All,2635,73,0.92,10805.09,11142.91
2023,IN-Miami,18103.0,All,8008,73,1.01,11719.18,12209.03
2023,IN-Monroe,18105.0,All,23920,73,0.94,10770.37,10865.47
2023,IN-Montgomery,18107.0,All,9087,72,0.97,10724.54,10644.52
2023,IN-Morgan,18109.0,All,17533,72,1.03,11157.24,10964.21
2023,IN-Newton,18111.0,All,3485,72,0.99,11534.88,11571.23
2023,IN-Noble,18113.0,All,10247,72,0.94,11192.42,10847.13
2023,IN-Ohio,18115.0,All,1661,74,1.1,14251.58,14570.71
2023,IN-Orange,18117.0,All,5122,73,0.91,10763.33,11307.9
2023,IN-Owen,18119.0,All,5562,72,0.96,10295.85,10310.24
2023,IN-Parke,18121.0,All,3989,73,1,11863.93,11790.03
2023,IN-Perry,18123.0,All,4745,73,0.92,12718.14,12926.31
2023,IN-Pike,18125.0,All,3088,73,0.97,10790.56,11025.56
2023,IN-Porter,18127.0,All,38533,73,0.98,12210.75,12283.33
2023,IN-Posey,18129.0,All,6284,73,0.91,11667.89,11916.18
2023,IN-Pulaski,18131.0,All,3385,73,0.9,10535.08,10773.86
2023,IN-Putnam,18133.0,All,8293,72,0.97,10946.13,11238.95
2023,IN-Randolph,18135.0,All,6309,74,1.02,12063.79,11995.53
2023,IN-Ripley,18137.0,All,7071,73,0.97,10485.89,11190.32
2023,IN-Rush,18139.0,All,4044,73,0.93,11823.75,12117.37
2023,IN-Scott,18143.0,All,5928,72,1.07,12228.64,13030.35
2023,IN-Shelby,18145.0,All,10506,72,1.11,12869.11,12691.41
2023,IN-Spencer,18147.0,All,5105,73,0.9,10495.95,10727.86
2023,IN-St. Joseph,18141.0,All,54922,73,0.95,10826.4,10665.13
2023,IN-Starke,18149.0,All,6291,71,0.95,11443.49,11379.04
2023,IN-Steuben,18151.0,All,9111,72,0.89,10275.19,10332.02
2023,IN-Sullivan,18153.0,All,4839,73,1.02,12543.55,12881.44
2023,IN-Switzerland,18155.0,All,2286,72,1.04,10301.73,10434.85
2023,IN-Tippecanoe,18157.0,All,28405,73,1,11473.22,11450.43
2023,IN-Tipton,18159.0,All,3929,74,0.95,12595.55,12524.72
2023,IN-UNKNOWN,18000.0,All,*,*,*,*,*
2023,IN-Union,18161.0,All,1831,73,1.04,12024.98,11723.34
2023,IN-Vanderburgh,18163.0,All,40891,72,0.95,12253.4,12544.93
2023,IN-Vermillion,18165.0,All,4091,73,1.03,12479.95,12533.32
2023,IN-Vigo,18167.0,All,23842,73,1.07,13177.52,13212.65
2023,IN-Wabash,18169.0,All,8502,73,0.95,10535.24,11699.43
2023,IN-Warren,18171.0,All,2079,74,0.94,11185.88,11533.03
2023,IN-Warrick,18173.0,All,14932,73,0.94,13252.02,13597.84
2023,IN-Washington,18175.0,All,6763,72,0.98,11768.39,12240.37
2023,IN-Wayne,18177.0,All,16893,73,1.04,12487.09,12147.36
2023,IN-Wells,18179.0,All,6733,73,0.89,10376.93,10461.5
2023,IN-White,18181.0,All,6511,73,0.97,11537.87,12171.99
2023,IN-Whitley,18183.0,All,8292,72,0.86,11006.91,10864.28
2023,KS-Allen,20001.0,All,3314,74,0.92,14082.9,14051.76
2023,KS-Anderson,20003.0,All,2011,75,0.93,14975.78,14677.26
2023,KS-Atchison,20005.0,All,3718,74,0.92,11729.03,11722.11
2023,KS-Barber,20007.0,All,1280,73,0.86,14609.85,13818.04
2023,KS-Barton,20009.0,All,6164,73,0.92,13866,13884.3
2023,KS-Bourbon,20011.0,All,3489,74,0.95,11579.81,11835.73
2023,KS-Brown,20013.0,All,2601,73,0.9,12111.9,12051.04
2023,KS-Butler,20015.0,All,13939,73,0.92,10601.75,11068.38
2023,KS-Chase,20017.0,All,727,74,0.85,11769.71,12009.82
2023,KS-Chautauqua,20019.0,All,1003,73,0.89,13322.9,13168.54
2023,KS-Cherokee,20021.0,All,4908,73,1.02,11812.95,12515.87
2023,KS-Cheyenne,20023.0,All,814,74,0.77,14691.46,14057.98
2023,KS-Clark,20025.0,All,494,75,0.91,18337.51,16606.37
2023,KS-Clay,20027.0,All,2254,74,0.86,12052.69,12698.53
2023,KS-Cloud,20029.0,All,2345,74,0.84,13464.84,13365.09
2023,KS-Coffey,20031.0,All,2240,74,0.86,11662.54,11939.44
2023,KS-Comanche,20033.0,All,520,74,0.8,14985.7,14040.28
2023,KS-Cowley,20035.0,All,7911,73,0.92,10192.47,10444.51
2023,KS-Crawford,20037.0,All,7968,74,0.95,13802.84,14037.05
2023,KS-Decatur,20039.0,All,883,74,0.82,14586.55,13354.77
2023,KS-Dickinson,20041.0,All,4811,73,0.85,12605.51,12817.64
2023,KS-Doniphan,20043.0,All,1848,74,0.92,13090.14,12422.76
2023,KS-Douglas,20045.0,All,20752,73,0.87,11232.13,11156
2023,KS-Edwards,20047.0,All,791,74,0.95,14107.14,14395.38
2023,KS-Elk,20049.0,All,807,75,0.88,12528.48,12798.95
2023,KS-Ellis,20051.0,All,6039,73,0.96,11835.49,11549.71
2023,KS-Ellsworth,20053.0,All,1594,74,0.85,13624.14,13241.53
2023,KS-Finney,20055.0,All,5326,72,0.94,11300.71,10802.89
2023,KS-Ford,20057.0,All,4565,72,0.92,9639,9507.8
2023,KS-Franklin,20059.0,All,6055,74,0.99,12895.28,12680.91
2023,KS-Geary,20061.0,All,4564,71,0.92,10485.75,10933.12
2023,KS-Gove,20063.0,All,723,75,1.06,18411.45,18183.61
2023,KS-Graham,20065.0,All,760,74,1.03,14919.66,13781.01
2023,KS-Grant,20067.0,All,1243,73,0.88,11972.06,11491.5
2023,KS-Gray,20069.0,All,1188,75,0.84,9470.97,8894.4
2023,KS-Greeley,20071.0,All,309,75,0.89,17583.44,17433.33
2023,KS-Greenwood,20073.0,All,1866,74,0.85,12310.04,12625.4
2023,KS-Hamilton,20075.0,All,432,74,0.9,26351.54,24463.43
2023,KS-Harper,20077.0,All,1500,74,0.88,14279.52,14188.32
2023,KS-Harvey,20079.0,All,8538,74,1.01,11228.46,11709.85
2023,KS-Haskell,20081.0,All,668,75,0.9,15373.93,14419.78
2023,KS-Hodgeman,20083.0,All,442,74,0.94,17438.48,16642.55
2023,KS-Jackson,20085.0,All,3131,73,0.9,12038.18,12291.32
2023,KS-Jefferson,20087.0,All,4616,73,0.92,11462,11713.44
2023,KS-Jewell,20089.0,All,954,74,0.83,18858.34,18198.27
2023,KS-Johnson,20091.0,All,115200,74,0.94,12027.3,12344.46
2023,KS-Kearny,20093.0,All,676,74,0.87,11211.89,11071.08
2023,KS-Kingman,20095.0,All,2047,74,0.91,13672.97,14010.63
2023,KS-Kiowa,20097.0,All,638,74,0.87,15441.94,14186.49
2023,KS-Labette,20099.0,All,5164,72,0.84,10008.44,10305
2023,KS-Lane,20101.0,All,453,74,0.82,17035.25,15084.38
2023,KS-Leavenworth,20103.0,All,15967,73,0.98,11365.36,11551.12
2023,KS-Lincoln,20105.0,All,906,73,0.89,15855.82,15794.49
2023,KS-Linn,20107.0,All,2656,73,0.94,10357.91,10597.95
2023,KS-Logan,20109.0,All,705,74,0.96,17029.29,16770.62
2023,KS-Lyon,20111.0,All,6715,73,0.94,11601.24,12098.49
2023,KS-Marion,20115.0,All,3266,75,0.88,11262.23,11568.8
2023,KS-Marshall,20117.0,All,2782,74,0.85,11729.73,11893.12
2023,KS-McPherson,20113.0,All,7386,74,0.89,11995.93,12186.82
2023,KS-Meade,20119.0,All,852,74,0.84,14967.6,13843.29
2023,KS-Miami,20121.0,All,7664,73,0.97,11661.27,12021.71
2023,KS-Mitchell,20123.0,All,1707,75,1,15035.66,15248.19
2023,KS-Montgomery,20125.0,All,8059,73,0.88,11576.5,11909.65
2023,KS-Morris,20127.0,All,1560,74,0.83,11265.17,11490.85
2023,KS-Morton,20129.0,All,593,74,0.97,12932.41,12572.72
2023,KS-Nemaha,20131.0,All,2460,75,0.84,13220.86,13429.7
2023,KS-Neosho,20133.0,All,3876,74,0.91,11752.88,12194.74
2023,KS-Ness,20135.0,All,852,75,0.93,20300.4,19985.99
2023,KS-Norton,20137.0,All,1242,73,0.9,12488.06,12523.78
2023,KS-Osage,20139.0,All,4357,73,0.97,10540.99,10960.05
2023,KS-Osborne,20141.0,All,1060,75,0.91,16252.95,15376.2
2023,KS-Ottawa,20143.0,All,1497,74,0.79,13185.7,13159.4
2023,KS-Pawnee,20145.0,All,1592,74,0.95,14722.38,15290.05
2023,KS-Phillips,20147.0,All,1531,74,0.88,14538.9,13973.88
2023,KS-Pottawatomie,20149.0,All,4903,73,0.92,14008.01,14304.59
2023,KS-Pratt,20151.0,All,2285,74,0.97,12420.79,12198.82
2023,KS-Rawlins,20153.0,All,740,75,0.9,16907.59,16648.89
2023,KS-Reno,20155.0,All,15448,73,1.02,11237.16,11498.51
2023,KS-Republic,20157.0,All,1480,74,0.8,14974.91,13972.09
2023,KS-Rice,20159.0,All,2246,73,0.92,13473.95,13584.57
2023,KS-Riley,20161.0,All,9266,73,1,12483.67,12906.99
2023,KS-Rooks,20163.0,All,1386,74,1,12991.4,12349.79
2023,KS-Rush,20165.0,All,934,74,0.88,13051.01,12523.42
2023,KS-Russell,20167.0,All,1987,74,0.95,13199.33,13186.37
2023,KS-Saline,20169.0,All,12635,73,0.92,11458.32,11699.51
2023,KS-Scott,20171.0,All,1077,74,0.86,16806.55,16540.45
2023,KS-Sedgwick,20173.0,All,101737,73,0.96,11790.72,12197.15
2023,KS-Seward,20175.0,All,2616,72,0.92,11299.68,10931.19
2023,KS-Shawnee,20177.0,All,42525,73,1,11508.47,12022.9
2023,KS-Sheridan,20179.0,All,652,74,0.98,17897.28,17848.4
2023,KS-Sherman,20181.0,All,1438,73,0.92,14933.69,14609.15
2023,KS-Smith,20183.0,All,1224,75,0.88,15085.65,13944.56
2023,KS-Stafford,20185.0,All,1074,75,0.92,19770.94,19970.14
2023,KS-Stanton,20187.0,All,379,75,0.88,18702.89,17759.48
2023,KS-Stevens,20189.0,All,922,74,0.92,14189.74,13965.94
2023,KS-Sumner,20191.0,All,5537,73,0.91,12153.26,12266.43
2023,KS-Thomas,20193.0,All,1707,74,1.03,15456.85,15792.2
2023,KS-Trego,20195.0,All,877,74,0.94,14283.4,13642.38
2023,KS-UNKNOWN,20000.0,All,*,*,*,*,*
2023,KS-Wabaunsee,20197.0,All,1771,74,0.91,10781.68,11186.73
2023,KS-Wallace,20199.0,All,376,75,0.88,12059.06,12006.7
2023,KS-Washington,20201.0,All,1507,75,0.82,14184.31,14308.64
2023,KS-Wichita,20203.0,All,462,74,0.86,17144.13,16117.54
2023,KS-Wilson,20205.0,All,2439,73,1.05,13919.84,13966.63
2023,KS-Woodson,20207.0,All,901,73,0.77,10841.31,10878.85
2023,KS-Wyandotte,20209.0,All,26407,71,1.17,13565.05,13713.93
2023,KY-Adair,21001.0,All,4742,72,0.95,11747.3,11902.24
2023,KY-Allen,21003.0,All,4991,71,1,11531.43,12043.78
2023,KY-Anderson,21005.0,All,5321,72,0.99,10454.76,10663.05
2023,KY-Ballard,21007.0,All,2223,73,1.1,11191.29,11867.95
2023,KY-Barren,21009.0,All,11031,72,0.99,11656.14,11818.43
2023,KY-Bath,21011.0,All,3125,72,1.04,11978.53,12199.59
2023,KY-Bell,21013.0,All,6811,70,0.94,11435.56,11941.67
2023,KY-Boone,21015.0,All,24868,72,1.1,12795.88,13296.68
2023,KY-Bourbon,21017.0,All,4896,73,0.98,11138.96,11384.22
2023,KY-Boyd,21019.0,All,12463,71,1.07,12221.43,12754.37
2023,KY-Boyle,21021.0,All,7564,73,0.92,10983.16,11357.14
2023,KY-Bracken,21023.0,All,2189,71,1,12242.17,12442.88
2023,KY-Breathitt,21025.0,All,3467,67,1.09,12758.18,12820.75
2023,KY-Breckinridge,21027.0,All,5384,72,0.9,10130.8,10576.57
2023,KY-Bullitt,21029.0,All,18066,72,1.02,12147.2,12591.68
2023,KY-Butler,21031.0,All,3120,71,1,10254.84,10443.35
2023,KY-Caldwell,21033.0,All,3521,72,0.9,11100.7,11357.37
2023,KY-Calloway,21035.0,All,8755,73,1.06,10747.62,10915.35
2023,KY-Campbell,21037.0,All,19366,72,1.03,11884.89,12106.38
2023,KY-Carlisle,21039.0,All,1291,73,1.1,10156.66,10700.48
2023,KY-Carroll,21041.0,All,2483,72,0.97,11108.08,11580.91
2023,KY-Carter,21043.0,All,7266,71,1.03,10826.55,11192.82
2023,KY-Casey,21045.0,All,4163,71,0.94,13157.47,12981.7
2023,KY-Christian,21047.0,All,12331,72,1.01,10925.74,11296.32
2023,KY-Clark,21049.0,All,8911,72,0.99,10812.81,11007.62
2023,KY-Clay,21051.0,All,4953,68,1.04,12560.44,12543.41
2023,KY-Clinton,21053.0,All,2637,71,1.03,13155.06,13355.44
2023,KY-Crittenden,21055.0,All,2279,73,0.95,13206.46,13545.4
2023,KY-Cumberland,21057.0,All,1967,71,0.88,12975.98,13040.73
2023,KY-Daviess,21059.0,All,24108,73,1.01,11700.98,11482.92
2023,KY-Edmonson,21061.0,All,3068,72,1.06,11410.11,11835.93
2023,KY-Elliott,21063.0,All,1418,69,1.05,13131.15,13333.94
2023,KY-Estill,21065.0,All,3817,72,1.01,11614.81,12292.58
2023,KY-Fayette,21067.0,All,55820,73,0.97,11573.94,11686.87
2023,KY-Fleming,21069.0,All,3771,72,0.95,10573.92,11221.02
2023,KY-Floyd,21071.0,All,10450,68,1,11291.11,11339.06
2023,KY-Franklin,21073.0,All,15220,66,1.19,14903.96,15294.68
2023,KY-Fulton,21075.0,All,1808,72,0.99,13200.19,13820.07
2023,KY-Gallatin,21077.0,All,1790,70,1.14,11095.05,11703.91
2023,KY-Garrard,21079.0,All,4386,72,0.93,11449.6,11926.9
2023,KY-Grant,21081.0,All,5496,71,1.16,12610.45,13327.29
2023,KY-Graves,21083.0,All,9119,72,1.01,10852.97,11491.37
2023,KY-Grayson,21085.0,All,6895,72,0.97,12208.92,12461.78
2023,KY-Green,21087.0,All,3071,73,0.95,15637.34,15933.11
2023,KY-Greenup,21089.0,All,9953,72,1.02,12441.42,12838.34
2023,KY-Hancock,21091.0,All,2187,72,0.99,11397.12,11180.72
2023,KY-Hardin,21093.0,All,23061,72,0.96,10781.79,11151.7
2023,KY-Harlan,21095.0,All,7438,69,1.03,11573.47,11610.21
2023,KY-Harrison,21097.0,All,4811,72,0.93,10454.38,10913.77
2023,KY-Hart,21099.0,All,4627,71,0.96,9892.58,10098.42
2023,KY-Henderson,21101.0,All,11077,72,1,12319.03,12625.67
2023,KY-Henry,21103.0,All,4035,72,0.96,12213.67,12344.47
2023,KY-Hickman,21105.0,All,1283,73,1.09,13795.3,14525.84
2023,KY-Hopkins,21107.0,All,11531,72,0.99,11086.39,11284.29
2023,KY-Jackson,21109.0,All,3420,70,0.97,10340.32,10584.1
2023,KY-Jefferson,21111.0,All,163022,73,0.98,11827.69,12246.09
2023,KY-Jessamine,21113.0,All,11220,73,0.92,10869.05,11079.26
2023,KY-Johnson,21115.0,All,6260,69,1.06,10849.91,11394.98
2023,KY-Kenton,21117.0,All,32765,72,1.09,12705.13,12951.21
2023,KY-Knott,21119.0,All,3933,70,1.05,10656.88,10833.86
2023,KY-Knox,21121.0,All,7911,69,1.02,9439.38,9814.84
2023,KY-Larue,21123.0,All,3664,73,0.93,11055.59,11452.01
2023,KY-Laurel,21125.0,All,14847,71,0.99,11213.59,11519.73
2023,KY-Lawrence,21127.0,All,4195,70,0.95,10676.76,10865.95
2023,KY-Lee,21129.0,All,1852,70,1.02,11488.15,11986.23
2023,KY-Leslie,21131.0,All,2933,69,1.07,12439.36,12858.73
2023,KY-Letcher,21133.0,All,6190,69,1.03,11838.77,11745.42
2023,KY-Lewis,21135.0,All,3408,71,0.99,11624.35,11655.69
2023,KY-Lincoln,21137.0,All,6353,71,0.9,10000.39,10544.66
2023,KY-Livingston,21139.0,All,2771,72,0.99,11508.4,12168.25
2023,KY-Logan,21141.0,All,6751,73,1.07,11795.91,12154.39
2023,KY-Lyon,21143.0,All,2533,72,0.95,10211.43,10565.48
2023,KY-Madison,21151.0,All,19122,72,1,11061.32,11323.53
2023,KY-Magoffin,21153.0,All,3357,68,0.95,9712.37,10077.21
2023,KY-Marion,21155.0,All,4615,72,1.04,10504.38,10824.88
2023,KY-Marshall,21157.0,All,9273,73,1.01,11764.87,12128.22
2023,KY-Martin,21159.0,All,2797,67,0.99,11051.27,11055.87
2023,KY-Mason,21161.0,All,4360,71,1.04,11935.3,12128.06
2023,KY-McCracken,21145.0,All,17599,73,1.09,10742.99,11307.1
2023,KY-McCreary,21147.0,All,4035,69,0.98,10983.79,11016.14
2023,KY-McLean,21149.0,All,2515,72,0.99,10804.74,10602.83
2023,KY-Meade,21163.0,All,6061,71,0.91,11345.27,11740.3
2023,KY-Menifee,21165.0,All,1856,71,1.02,9904.53,9996.6
2023,KY-Mercer,21167.0,All,5838,72,0.91,10410.82,10777.42
2023,KY-Metcalfe,21169.0,All,2787,71,0.97,10991.26,11086.83
2023,KY-Monroe,21171.0,All,2821,72,0.92,10733.1,10920.29
2023,KY-Montgomery,21173.0,All,6455,72,1,11931.97,12093.84
2023,KY-Morgan,21175.0,All,3248,70,1.07,10725.42,10929.52
2023,KY-Muhlenberg,21177.0,All,8030,72,1.05,12060.36,12048.45
2023,KY-Nelson,21179.0,All,11292,72,0.95,11317.27,11626.51
2023,KY-Nicholas,21181.0,All,1797,72,1.03,11313.48,11624.31
2023,KY-Ohio,21183.0,All,5953,72,1.06,11585.94,12052.47
2023,KY-Oldham,21185.0,All,11797,73,0.89,10848.55,11205.25
2023,KY-Owen,21187.0,All,2544,71,0.97,10011.46,10348.9
2023,KY-Owsley,21189.0,All,1192,70,1.03,12770.81,13119.8
2023,KY-Pendleton,21191.0,All,3516,71,1.08,11960.18,12062.03
2023,KY-Perry,21193.0,All,7091,69,1.04,11399.54,11657.63
2023,KY-Pike,21195.0,All,16807,68,1.01,12838.86,12435.52
2023,KY-Powell,21197.0,All,3351,70,0.97,10204.02,10292.11
2023,KY-Pulaski,21199.0,All,18394,71,0.96,11127.52,11194.32
2023,KY-Robertson,21201.0,All,618,71,0.81,11021.75,11366.81
2023,KY-Rockcastle,21203.0,All,4313,71,0.97,10505.66,10829.16
2023,KY-Rowan,21205.0,All,5186,70,1.03,10944.73,10982.01
2023,KY-Russell,21207.0,All,4996,72,0.92,11413.55,11693.17
2023,KY-Scott,21209.0,All,10084,71,0.92,9861.66,9970.33
2023,KY-Shelby,21211.0,All,10063,73,0.92,10896.91,11141.29
2023,KY-Simpson,21213.0,All,4488,73,1.06,11688.52,12310.96
2023,KY-Spencer,21215.0,All,4185,72,0.95,10740.62,11219.55
2023,KY-Taylor,21217.0,All,6576,72,1,12738.75,12934.64
2023,KY-Todd,21219.0,All,2687,73,0.99,10998.15,11401.81
2023,KY-Trigg,21221.0,All,4185,72,0.89,11348.67,11658.22
2023,KY-Trimble,21223.0,All,2134,71,0.91,10247.38,10661.13
2023,KY-UNKNOWN,21000.0,All,*,*,*,*,*
2023,KY-Union,21225.0,All,3413,72,0.96,13567.48,14010.21
2023,KY-Warren,21227.0,All,23887,72,1,11556.85,11950.94
2023,KY-Washington,21229.0,All,3015,72,1,10512.28,10809.37
2023,KY-Wayne,21231.0,All,5465,71,0.9,10347.71,10580.58
2023,KY-Webster,21233.0,All,3297,71,0.96,12052.64,12156.37
2023,KY-Whitley,21235.0,All,9329,70,1.02,10750.93,11288.48
2023,KY-Wolfe,21237.0,All,2014,69,1.09,12719.06,12703.82
2023,KY-Woodford,21239.0,All,6636,73,0.9,10311.54,10611.81
2023,LA-Acadia,22001.0,All,13173,73,1.11,13477.28,14488.8
2023,LA-Allen,22003.0,All,4830,72,1.02,13901.66,14607.78
2023,LA-Ascension,22005.0,All,21199,71,1.08,12179.98,12700.38
2023,LA-Assumption,22007.0,All,5343,72,1.11,12940.07,13728.35
2023,LA-Avoyelles,22009.0,All,9471,72,0.98,13946.76,15123.37
2023,LA-Beauregard,22011.0,All,7966,72,1.02,13221.3,13849.6
2023,LA-Bienville,22013.0,All,3582,73,1.08,18072.36,19103.35
2023,LA-Bossier,22015.0,All,23889,73,1.02,14233.94,15080.88
2023,LA-Caddo,22017.0,All,54071,73,1.06,14760.36,15544.01
2023,LA-Calcasieu,22019.0,All,39504,72,1.02,12536.52,12898.01
2023,LA-Caldwell,22021.0,All,2436,73,1.02,14639.45,15379.64
2023,LA-Cameron,22023.0,All,1160,73,0.96,10255.44,10820.74
2023,LA-Catahoula,22025.0,All,2496,72,0.95,12720.93,13431.29
2023,LA-Claiborne,22027.0,All,3654,73,1.02,14523.58,15657.78
2023,LA-Concordia,22029.0,All,4455,72,1,14133.9,15038.95
2023,LA-DeSoto,22031.0,All,6654,73,1.03,14170.08,14761.12
2023,LA-East Baton Rouge,22033.0,All,83977,72,1.07,12201.71,12790.49
2023,LA-East Carroll,22035.0,All,1405,72,1.17,15954.23,17419.86
2023,LA-East Feliciana,22037.0,All,4707,72,1.07,13251.18,13677.72
2023,LA-Evangeline,22039.0,All,7479,72,1.05,14585.84,15986.82
2023,LA-Franklin,22041.0,All,4813,73,1.07,15290.8,16480.29
2023,LA-Grant,22043.0,All,4553,72,1.01,12841.27,13369.27
2023,LA-Iberia,22045.0,All,15984,72,1.06,11865.09,12874.57
2023,LA-Iberville,22047.0,All,6874,71,1.14,12253.98,12930.35
2023,LA-Jackson,22049.0,All,3832,74,0.98,14881.89,15558.07
2023,LA-Jefferson,22051.0,All,95478,72,1.08,12485.26,12211.53
2023,LA-Jefferson Davis,22053.0,All,7182,73,1.09,13905.66,14882.92
2023,LA-LaSalle,22059.0,All,3279,73,1,15974.25,16930.52
2023,LA-Lafayette,22055.0,All,46516,73,0.98,11754.27,12586.54
2023,LA-Lafourche,22057.0,All,20417,73,1.08,11786.03,12834.42
2023,LA-Lincoln,22061.0,All,8210,73,0.96,13651.12,15022.85
2023,LA-Livingston,22063.0,All,25149,71,1.08,12502.35,13101.75
2023,LA-Madison,22065.0,All,2138,73,1.15,16652.57,17049.99
2023,LA-Morehouse,22067.0,All,6854,72,1.04,14112.37,15305.47
2023,LA-Natchitoches,22069.0,All,8259,72,1.11,13070.62,13704.94
2023,LA-Orleans,22071.0,All,69874,71,1.06,12796.55,12394.19
2023,LA-Ouachita,22073.0,All,31358,73,1.04,12964.68,14065.44
2023,LA-Plaquemines,22075.0,All,4105,71,1.06,11955.01,11624.06
2023,LA-Pointe Coupee,22077.0,All,5564,73,1.11,12594.71,12910.48
2023,LA-Rapides,22079.0,All,29724,72,1.02,13386.42,13931.89
2023,LA-Red River,22081.0,All,1884,72,1.1,18299.84,19807.97
2023,LA-Richland,22083.0,All,4871,72,1.04,15760.87,16859.92
2023,LA-Sabine,22085.0,All,5880,73,1.01,13601.05,14269.27
2023,LA-St. Bernard,22087.0,All,7543,70,1.14,14711.24,14406.05
2023,LA-St. Charles,22089.0,All,10308,70,1.1,12884.3,12761.11
2023,LA-St. Helena,22091.0,All,2859,71,1.13,13157.54,13657.48
2023,LA-St. James,22093.0,All,4916,73,1.07,14474,14734.52
2023,LA-St. John the Baptist,22095.0,All,8872,69,1.12,11476.21,11316.64
2023,LA-St. Landry,22097.0,All,19981,72,1.05,12749.29,13806.99
2023,LA-St. Martin,22099.0,All,11985,72,1.01,11627.93,12772.07
2023,LA-St. Mary,22101.0,All,11642,72,1.03,12351.03,13064.11
2023,LA-St. Tammany,22103.0,All,61207,72,1.02,12751.18,13360.74
2023,LA-Tangipahoa,22105.0,All,27175,71,1.11,14505.79,15385.83
2023,LA-Tensas,22107.0,All,1238,73,0.99,11591.29,12302.02
2023,LA-Terrebonne,22109.0,All,22452,72,1.11,12104.76,13203.81
2023,LA-UNKNOWN,22000.0,All,*,*,*,*,*
2023,LA-Union,22111.0,All,5823,73,0.96,14350.02,15215.84
2023,LA-Vermilion,22113.0,All,12681,73,0.98,11899.57,12688.23
